First name;Number;First name (< 18);Number of carriers (< 18);First name (18-64);Number of carriers (18-64);First name (65+);Number of carriers (65+)
"""Ilyan""";20;"""Christoph""";5;"""Aboubaker""";12;;
"""Jeff""";20;"""Danial""";5;"""Almir""";12;;
"""Kamran""";20;"""Derek""";5;"""Antonello""";12;;
"""Milton""";20;"""Eleftherios""";5;"""Bartholomeus""";12;;
"""Béla""";19;"""Guglielmo""";5;"""Haroun""";12;;
"""Ebrahim""";19;"""Hisham""";5;"""José-Luis""";12;;
"""Joakim""";19;"""Jallal""";5;"""Mahfoud""";12;;
"""Denys""";18;"""Mayron""";5;"""Zeljko""";12;;
"""Leander""";18;"""Onni""";5;"""Charles-Albert""";11;;
"""Liridon""";18;"""Orestis""";5;"""Conor""";11;;
"""Misha""";18;"""Paco""";5;"""Diégo""";11;;
"""Serghei""";18;"""Renato""";5;"""Gareth""";11;;
"""Zoltán""";18;"""Seyit""";5;"""Javed""";11;;
"""Abdelmounaïm""";17;"""Shaun""";5;"""Jean-Benoît""";11;;
"""Adonis""";17;"""Sid""";5;"""Jessy""";11;;
"""Bagdad""";17;"""Taher""";5;"""Liridon""";11;;
"""Fedor""";17;"""Uzair""";5;"""Naci""";11;;
"""Janvier""";17;"""Zackaria""";5;"""Prosper""";11;;
"""Mohad""";17;;;"""Sebastiao""";11;;
"""Zülfikar""";17;;;"""Américo""";10;;
"""Diégo""";16;;;"""Bouchaïb""";10;;
"""Marinel""";16;;;"""Georgian""";10;;
"""Mouctar""";16;;;"""Gyuner""";10;;
"""Iago""";15;;;"""Suresh""";10;;
"""Mael""";15;;;"""Acacio""";9;;
"""Ninos""";15;;;"""Aubin""";9;;
"""Yasine""";15;;;"""Costin""";9;;
"""Abdelfatah""";14;;;"""Dilaver""";9;;
"""Bertin""";14;;;"""Hafiz""";9;;
"""Foued""";14;;;"""Kaïs""";9;;
"""Gabi""";14;;;"""Karam""";9;;
"""Matthéo""";13;;;"""Austin""";8;;
"""Deyan""";12;;;"""Ludwik""";8;;
"""Emmanuël""";12;;;"""Masashi""";8;;
"""Garry""";12;;;"""Moise""";8;;
"""Guibert""";12;;;"""Nedim""";8;;
"""Isidoor""";12;;;"""Parfait""";8;;
"""Kristiaan""";12;;;"""Russell""";8;;
"""Nisan""";12;;;"""Tijl""";8;;
"""Sahid""";12;;;"""Yalcin""";8;;
"""Vesa""";12;;;"""Abdessalem""";7;;
"""Yuji""";12;;;"""Adalberto""";7;;
"""Abdessadek""";11;;;"""Aleksandrs""";7;;
"""Albion""";11;;;"""Ansoumane""";7;;
"""Eusebio""";11;;;"""Detlef""";7;;
"""Kyan""";11;;;"""Gorik""";7;;
"""Milaim""";11;;;"""Ivelin""";7;;
"""Sertan""";11;;;"""Louis-Marie""";7;;
"""Bernardus""";10;;;"""Robinson""";7;;
"""Cahit""";10;;;"""Seçkin""";7;;
"""Erdi""";10;;;"""Sulayman""";7;;
"""Fateh""";10;;;"""Theodorus""";7;;
"""Kelly""";10;;;"""Adão""";6;;
"""Kennedy""";10;;;"""Adérito""";6;;
"""Lauri""";10;;;"""Aimad""";6;;
"""Louan""";10;;;"""Ala""";6;;
"""Ritchie""";10;;;"""Beqir""";6;;
"""Rupert""";10;;;"""Bocar""";6;;
"""Sunday""";10;;;"""Cillian""";6;;
"""Tefik""";10;;;"""Dahmane""";6;;
"""Tetsuya""";10;;;"""Dániel""";6;;
"""Thai""";10;;;"""Daniil""";6;;
"""Admir""";9;;;"""Eyup""";6;;
"""Assim""";9;;;"""Gideon""";6;;
"""Blazej""";9;;;"""Hanifi""";6;;
"""Bocar""";9;;;"""Hany""";6;;
"""Lazare""";9;;;"""Mikaïl""";6;;
"""Manoah""";9;;;"""Mirsad""";6;;
"""Morris""";9;;;"""Navid""";6;;
"""Mounib""";9;;;"""Neji""";6;;
"""Nagi""";9;;;"""N'faly""";6;;
"""Saïfeddine""";9;;;"""Raj""";6;;
"""Séverin""";9;;;"""Raúl""";6;;
"""Zeynel""";9;;;"""Tarak""";6;;
"""Antonis""";8;;;"""Ymer""";6;;
"""Aras""";8;;;"""Zayd""";6;;
"""Ezra""";8;;;"""Arbnor""";5;;
"""Florea""";8;;;"""Arnd""";5;;
"""Georgel""";8;;;"""Ayub""";5;;
"""Graeme""";8;;;"""Bilent""";5;;
"""Jaden""";8;;;"""Chernor""";5;;
"""Jovan""";8;;;"""Cristhian""";5;;
"""Keny""";8;;;"""Diarmuid""";5;;
"""Napoleon""";8;;;"""Gurmail""";5;;
"""Nexhat""";8;;;"""Hagop""";5;;
"""Nezir""";8;;;"""Halmi""";5;;
"""Rubén""";8;;;"""Ilian""";5;;
"""Samad""";8;;;"""Iwan""";5;;
"""Sargis""";8;;;"""Jaffar""";5;;
"""Vassilis""";8;;;"""Kolja""";5;;
"""Abdulkader""";7;;;"""Mariyan""";5;;
"""Ayachi""";7;;;"""Nasredine""";5;;
"""Aydogan""";7;;;"""Nassar""";5;;
"""Borys""";7;;;"""Ollivier""";5;;
"""Eliel""";7;;;"""Ramunas""";5;;
"""Ettore""";7;;;"""Reuben""";5;;
"""Fanel""";7;;;"""Rezki""";5;;
"""Fiorenzo""";7;;;"""Robson""";5;;
"""Gorik""";7;;;"""Sabah""";5;;
"""Haïtham""";7;;;"""Sani""";5;;
"""Jarl""";7;;;"""Soulaymane""";5;;
"""Lam""";7;;;"""Vahan""";5;;
"""Mouhamad""";7;;;;;;
"""Nataniel""";7;;;;;;
"""Orion""";7;;;;;;
"""Saïkou""";7;;;;;;
"""Shintaro""";7;;;;;;
"""Solaïman""";7;;;;;;
"""Sören""";7;;;;;;
"""Toan""";7;;;;;;
"""Vincente""";7;;;;;;
"""Abdessamie""";6;;;;;;
"""Alexandru-Cristian""";6;;;;;;
"""Amza""";6;;;;;;
"""Cristopher""";6;;;;;;
"""Fabritio""";6;;;;;;
"""Fath""";6;;;;;;
"""Houcein""";6;;;;;;
"""Ivon""";6;;;;;;
"""Neville""";6;;;;;;
"""Outhmane""";6;;;;;;
"""Pamphile""";6;;;;;;
"""Pierre-Etienne""";6;;;;;;
"""Rudolph""";6;;;;;;
"""Aarav""";5;;;;;;
"""Abdelmagid""";5;;;;;;
"""Abdulai""";5;;;;;;
"""Alcino""";5;;;;;;
"""Alikhan""";5;;;;;;
"""Belhadj""";5;;;;;;
"""Benson""";5;;;;;;
"""Bismark""";5;;;;;;
"""Celalettin""";5;;;;;;
"""Chao""";5;;;;;;
"""Daren""";5;;;;;;
"""Dávid""";5;;;;;;
"""Edouardo""";5;;;;;;
"""Etan""";5;;;;;;
"""Gennady""";5;;;;;;
"""Gustavus""";5;;;;;;
"""Harley""";5;;;;;;
"""Ioan-Cristian""";5;;;;;;
"""Ismaîl""";5;;;;;;
"""Jatinder""";5;;;;;;
"""Kamen""";5;;;;;;
"""Aly""";24;"""Chafik""";6;"""Janos""";15;;
"""Jiri""";24;"""Gaultier""";6;"""Sajid""";15;;
"""Ernst""";23;"""Kushtrim""";6;"""Friedrich""";14;;
"""Seyhan""";23;"""Melik""";6;"""Mateo""";14;;
"""Todor""";23;"""Mohamed-Rayan""";6;"""Meziane""";14;;
"""Tresor""";23;"""Monssef""";6;"""Mirza""";14;;
"""Charles-Edouard""";22;"""Quang""";6;"""Sevgin""";14;;
"""Tayfun""";22;"""Terence""";6;"""Bouarfa""";13;;
"""Hermann""";21;"""Abdelhalim""";5;"""Ivica""";13;;
"""Yu""";21;"""Artem""";5;"""Olaf""";13;;
"""Ardit""";20;"""Aymar""";5;"""Sakir""";13;;
"""Jairo""";20;"""Costa""";5;"""Adelin""";12;;
"""Takashi""";20;"""Faisal""";5;"""Durmus""";12;;
"""Asen""";19;"""Ghislain""";5;"""Gunnar""";12;;
"""Edin""";19;"""Hodaïfa""";5;"""Josue""";12;;
"""Abdeljabbar""";18;"""Maksim""";5;"""Vesa""";12;;
"""Carol""";17;"""Taron""";5;"""Manh""";11;;
"""Dinh""";17;"""Travis""";5;"""Moad""";11;;
"""Mihaita""";17;;;"""Samih""";11;;
"""Mithat""";17;;;"""Satoshi""";11;;
"""Saidou""";17;;;"""Walther""";11;;
"""Samuele""";17;;;"""Yaser""";11;;
"""Yacin""";17;;;"""Aboubakr""";10;;
"""Reinaldo""";16;;;"""Iliya""";10;;
"""Sajjad""";16;;;"""Joakim""";10;;
"""Tamer""";16;;;"""Laid""";10;;
"""György""";15;;;"""Serafettin""";10;;
"""Hadj""";15;;;"""Shadi""";10;;
"""Hayati""";15;;;"""Sunday""";10;;
"""Jonny""";15;;;"""Wassime""";10;;
"""Karoly""";15;;;"""Yasine""";10;;
"""Seth""";15;;;"""Beni""";9;;
"""Soulimane""";15;;;"""Branko""";9;;
"""Cinar""";14;;;"""Ilidio""";9;;
"""Edem""";14;;;"""Jeremiah""";9;;
"""Elyes""";14;;;"""Johnson""";9;;
"""Hédi""";14;;;"""Leif""";9;;
"""Leopoldo""";14;;;"""Mezian""";9;;
"""Madalin""";14;;;"""Milaim""";9;;
"""Markos""";14;;;"""Mojtaba""";9;;
"""Nehat""";14;;;"""Numan""";9;;
"""Preston""";14;;;"""Pacifique""";9;;
"""Semsettin""";14;;;"""Raif""";9;;
"""Mert""";13;;;"""Barthélemy""";8;;
"""Mohammadine""";13;;;"""Beniamino""";8;;
"""Redha""";13;;;"""Costa""";8;;
"""Romulus""";13;;;"""Dionysios""";8;;
"""Vartan""";13;;;"""Fortunato""";8;;
"""Charif""";12;;;"""Kwaku""";8;;
"""Cyrus""";12;;;"""Lhoucine""";8;;
"""Ebenezer""";12;;;"""Marinus""";8;;
"""Franc""";12;;;"""Modeste""";8;;
"""Gia""";12;;;"""Müslüm""";8;;
"""Hao""";12;;;"""Nono""";8;;
"""Mahad""";12;;;"""Salmane""";8;;
"""Savvas""";12;;;"""Younis""";8;;
"""Seyfettin""";12;;;"""Zoher""";8;;
"""Sten""";12;;;"""Abdelelah""";7;;
"""Américo""";11;;;"""Arsene""";7;;
"""Ender""";11;;;"""Colm""";7;;
"""Ethem""";11;;;"""Déogratias""";7;;
"""Olcay""";11;;;"""Jhonny""";7;;
"""Oubay""";11;;;"""Josephus""";7;;
"""Trevor""";11;;;"""Masato""";7;;
"""Zaccaria""";11;;;"""Mohamedi""";7;;
"""Andrès""";10;;;"""Pajtim""";7;;
"""Ibrahime""";10;;;"""Yousif""";7;;
"""Naeem""";10;;;"""Anestis""";6;;
"""Nasr-Eddine""";10;;;"""Arafat""";6;;
"""Vijay""";10;;;"""Desire""";6;;
"""Vince""";10;;;"""Diamantis""";6;;
"""Arunas""";9;;;"""Gianmarco""";6;;
"""Binh""";9;;;"""Hamady""";6;;
"""Brad""";9;;;"""Hernani""";6;;
"""Breno""";9;;;"""Horatiu""";6;;
"""Codrut""";9;;;"""Iliyan""";6;;
"""Dieudonne""";9;;;"""Isaias""";6;;
"""Jamal-Eddine""";9;;;"""Mahamed""";6;;
"""Jean-Edouard""";9;;;"""Maik""";6;;
"""Johnson""";9;;;"""Marton""";6;;
"""Kuzey""";9;;;"""Melek""";6;;
"""Kwok""";9;;;"""Memis""";6;;
"""Liban""";9;;;"""Miloudi""";6;;
"""Nicanor""";9;;;"""Nicodème""";6;;
"""Stig""";9;;;"""Ringo""";6;;
"""Xander""";9;;;"""Shpend""";6;;
"""Adalbert""";8;;;"""Uriel""";6;;
"""Alasdair""";8;;;"""Viacheslav""";6;;
"""Asaad""";8;;;"""Zeno""";6;;
"""Bennacer""";8;;;"""Abderachid""";5;;
"""Cedrick""";8;;;"""Abdulaziz""";5;;
"""Egbert""";8;;;"""Alcino""";5;;
"""Eneko""";8;;;"""Aman""";5;;
"""Ezequiel""";8;;;"""Antero""";5;;
"""Francky""";8;;;"""Assad""";5;;
"""Franscisco""";8;;;"""Atlan""";5;;
"""Jean-Guillaume""";8;;;"""Claes""";5;;
"""Louis-Marie""";8;;;"""Erdovan""";5;;
"""Marcial""";8;;;"""Farhan""";5;;
"""Nahim""";8;;;"""Gui""";5;;
"""Safa""";8;;;"""Ioan-Cristian""";5;;
"""Tomohiro""";8;;;"""Kerem""";5;;
"""Valdrin""";8;;;"""Koichi""";5;;
"""Abdeloihid""";7;;;"""Malo""";5;;
"""Albertino""";7;;;"""Meir""";5;;
"""Arvin""";7;;;"""Nabile""";5;;
"""Chabane""";7;;;"""Pär""";5;;
"""Dermot""";7;;;"""Qamar""";5;;
"""Engelbert""";7;;;"""Rares""";5;;
"""Keanu""";7;;;"""Thilo""";5;;
"""Rached""";7;;;;;;
"""Ramses""";7;;;;;;
"""Theofiel""";7;;;;;;
"""Valer""";7;;;;;;
"""Wauthier""";7;;;;;;
"""Zhi""";7;;;;;;
"""Abdelkhalik""";6;;;;;;
"""Ademir""";6;;;;;;
"""Aleko""";6;;;;;;
"""Alexian""";6;;;;;;
"""Alidor""";6;;;;;;
"""Atmane""";6;;;;;;
"""Bent""";6;;;;;;
"""Blanchard""";6;;;;;;
"""Charles-Louis""";6;;;;;;
"""Cliff""";6;;;;;;
"""Davor""";6;;;;;;
"""Fakhreddine""";6;;;;;;
"""Jean-Stéphane""";6;;;;;;
"""Kangni""";6;;;;;;
"""Louie""";6;;;;;;
"""Maqsood""";6;;;;;;
"""Marc-Henri""";6;;;;;;
"""Miron""";6;;;;;;
"""Mursel""";6;;;;;;
"""Oleh""";6;;;;;;
"""Paraskevas""";6;;;;;;
"""Raymondus""";6;;;;;;
"""Shah""";6;;;;;;
"""Sidi-Mohamed""";6;;;;;;
"""Taron""";6;;;;;;
"""Vilmos""";6;;;;;;
"""Adriel""";5;;;;;;
"""Amîn""";5;;;;;;
"""Arfan""";5;;;;;;
"""Chanh""";5;;;;;;
"""Charilaos""";5;;;;;;
"""Doudou""";5;;;;;;
"""Édouard""";5;;;;;;
"""Efren""";5;;;;;;
"""Ergys""";5;;;;;;
"""Finlay""";5;;;;;;
"""François-Michel""";5;;;;;;
"""Harpreet""";5;;;;;;
"""Imad-Eddine""";5;;;;;;
"""Jéröme""";5;;;;;;
"""Juho""";5;;;;;;
"""Lin""";5;;;;;;
"""Mame""";5;;;;;;
"""Rachid""";1841;"""Simon""";463;"""Pascal""";1428;"""Emile""";340
"""Bilal""";1671;"""Yanis""";394;"""Hassan""";1268;"""Luc""";231
"""Maxime""";1545;"""Diego""";362;"""Kevin""";1010;"""Serge""";195
"""Dominique""";919;"""Olivier""";196;"""Jean-François""";557;"""Walter""";76
"""Marco""";687;"""Yasser""";146;"""Mohammad""";440;"""Allal""";53
"""Vasile""";654;"""Tiago""";144;"""Hamid""";434;"""Abdelaziz""";51
"""Florian""";510;"""Mathéo""";120;"""Axel""";334;"""Van""";35
"""Ludovic""";470;"""Joachim""";114;"""Florin""";315;"""Vincent""";33
"""Noureddine""";384;"""Abdullah""";93;"""Redouan""";245;"""Ludovicus""";24
"""Joao""";329;"""Leo""";84;"""Michele""";208;"""Cyrille""";19
"""Alexandru""";308;"""Yannick""";81;"""Philip""";196;"""Giorgio""";18
"""Tanguy""";308;"""Damien""";80;"""Vladimir""";195;"""Jacobus""";18
"""Abdelhak""";278;"""Marcel""";70;"""Stefano""";176;"""Vittorio""";16
"""Abdullah""";237;"""Paolo""";59;"""Cyril""";145;"""Sebastiano""";13
"""Khalil""";226;"""Geoffrey""";55;"""Roman""";136;"""Julius""";12
"""Alejandro""";196;"""Joël""";50;"""Maciej""";118;"""Bajram""";10
"""Otman""";191;"""Sinan""";49;"""François-Xavier""";114;"""Habib""";10
"""Taoufik""";169;"""Abderrahim""";40;"""Brice""";99;"""Adolfo""";8
"""Bayram""";162;"""Theo""";40;"""Achraf""";96;"""Demetre""";8
"""Ben""";148;"""Giacomo""";36;"""Ceylan""";89;"""Yasar""";8
"""Alban""";141;"""Wiktor""";35;"""Mickaël""";83;"""Giancarlo""";7
"""Saad""";141;"""Djibril""";34;"""Werner""";83;"""Giulio""";7
"""Slawomir""";138;"""Anwar""";33;"""Karel""";81;"""Josy""";7
"""Régis""";136;"""Leonard""";33;"""Iulian""";79;"""Nikola""";7
"""Brice""";123;"""Haytam""";31;"""Giorgio""";74;"""Anastassios""";6
"""Gary""";120;"""Luc""";30;"""Henryk""";71;"""Dimitri""";6
"""Issa""";116;"""Elyas""";29;"""Sofian""";69;"""Gennaro""";6
"""Bartosz""";114;"""Sohaïb""";29;"""Gianni""";66;"""Lahouari""";6
"""Brandon""";112;"""Donovan""";28;"""Nils""";65;"""Mauro""";6
"""Thibaud""";111;"""Souhaïb""";28;"""Rabah""";64;"""Niyazi""";6
"""Jerôme""";95;"""Riad""";24;"""Frans""";56;"""Guillermo""";5
"""Nour-Eddine""";95;"""Sergio""";24;"""Joaquin""";56;"""Hadi""";5
"""Fadi""";91;"""Muhammet""";23;"""Levent""";54;"""Kim""";5
"""Konrad""";90;"""Suleyman""";23;"""Veli""";54;"""Miklos""";5
"""Léonard""";84;"""Chakir""";21;"""Vito""";52;;
"""Vadim""";84;"""Cosmin""";21;"""Yüksel""";52;;
"""Cem""";83;"""Erkan""";21;"""Bekir""";51;;
"""Mihail""";79;"""Guy""";20;"""Gautier""";49;;
"""Marvin""";76;"""Faouzi""";19;"""Christiaan""";47;;
"""Sükrü""";74;"""Sidi""";19;"""Massimiliano""";46;;
"""Vito""";74;"""Tomás""";19;"""Nizar""";46;;
"""Oleg""";72;"""Fabrice""";18;"""Muhammet""";45;;
"""Minh""";71;"""Loïs""";18;"""Boguslaw""";44;;
"""Nico""";64;"""Hervé""";16;"""Géry""";40;;
"""Koffi""";63;"""Sabir""";16;"""Björn""";39;;
"""Augusto""";59;"""Przemyslaw""";15;"""Cheikh""";36;;
"""Bartlomiej""";58;"""Alvin""";14;"""Fadil""";35;;
"""Soner""";57;"""Farouk""";14;"""Boubker""";34;;
"""Jeremie""";54;"""Alhassane""";13;"""Wilson""";33;;
"""Kenzo""";52;"""Jude""";13;"""Fahd""";31;;
"""Mohammadi""";51;"""Ridouane""";13;"""Szymon""";31;;
"""Aram""";50;"""Vladislav""";13;"""Anh""";30;;
"""Ilker""";50;"""Aïman""";12;"""Can""";30;;
"""Manfred""";47;"""Obed""";12;"""Craig""";28;;
"""Wail""";46;"""Armend""";11;"""Dominic""";27;;
"""Boguslaw""";45;"""Atakan""";11;"""Fayssal""";27;;
"""Petr""";43;"""Majd""";11;"""Vivien""";26;;
"""Petros""";42;"""Sabry""";11;"""Hamadi""";25;;
"""Gianfranco""";41;"""Agon""";10;"""Özgür""";25;;
"""Pavlos""";41;"""Aykut""";10;"""Zsolt""";25;;
"""Andrey""";40;"""Danilo""";10;"""Belaid""";24;;
"""Terence""";39;"""Marcello""";10;"""Basri""";23;;
"""Huu""";38;"""Nima""";10;"""Jean-Bernard""";23;;
"""Fuat""";37;"""Simone""";10;"""Sellam""";23;;
"""Ignazio""";37;"""Soufyan""";10;"""Senol""";23;;
"""Anders""";35;"""Ceyhun""";9;"""Abdulkadir""";21;;
"""Adriaan""";34;"""Jeremi""";9;"""Humberto""";21;;
"""Bujar""";34;"""Jerry""";9;"""Jaber""";21;;
"""Cosimo""";33;"""Nicolo""";9;"""Wiktor""";21;;
"""Nacer""";33;"""Stanislav""";9;"""Bashkim""";20;;
"""Donatien""";31;"""Hossein""";8;"""Gerhard""";19;;
"""Houssine""";31;"""Jaden""";8;"""Jochen""";19;;
"""Innocent""";31;"""Jafar""";8;"""Jos""";19;;
"""Aloïs""";30;"""Mounib""";8;"""Arsim""";18;;
"""Joeri""";29;"""Aman""";7;"""Wladyslaw""";18;;
"""Simeon""";29;"""Brendan""";7;"""Beyhan""";17;;
"""Andrej""";27;"""Kieran""";7;"""Stepan""";17;;
"""Pierre-Louis""";27;"""Moussaab""";7;"""Bradley""";16;;
"""Niko""";26;"""Sertan""";7;"""Moises""";16;;
"""Yaya""";26;"""Valdrin""";7;"""Serghei""";16;;
"""Vassili""";25;"""Brendon""";6;"""Gerd""";15;;
"""Constantino""";23;"""Kaloyan""";6;"""Evgeny""";14;;
"""Flavius""";23;"""Ledion""";6;"""Gergely""";14;;
"""Gerrit""";23;"""Léonardo""";6;"""Gildas""";14;;
"""Asim""";22;"""Oguz""";6;"""Rabii""";14;;
"""Tan""";22;"""Tayron""";6;"""Benedetto""";13;;
"""Wahid""";22;"""Tiberiu""";6;"""Claudy""";13;;
"""Telmo""";21;"""Arafat""";5;"""Nehat""";13;;
"""Alireza""";20;"""Ata""";5;"""Rafet""";13;;
"""Dmytro""";20;"""Besian""";5;"""Ulysse""";13;;
"""Gonzague""";20;"""Charafeddine""";5;"""Abdelah""";12;;
"""Jeton""";20;"""Danut""";5;"""Amara""";12;;
"""Adib""";19;"""Friedrich""";5;"""Florim""";12;;
"""Bouarfa""";19;"""Hachim""";5;"""Hecham""";12;;
"""Iqbal""";19;"""Jacky""";5;"""Lutfi""";12;;
"""Samvel""";19;"""Largo""";5;"""Sabir""";12;;
"""Aubin""";18;"""Matej""";5;"""Yorick""";12;;
"""Jolan""";18;"""Noamane""";5;"""Bouazza""";11;;
"""Ruddy""";18;"""Radwan""";5;"""Fabiano""";11;;
"""Boniface""";17;"""Taner""";5;"""Lubomir""";11;;
"""Hannes""";17;"""Yanisse""";5;"""Octave""";11;;
"""Gaëtano""";16;;;"""Deyan""";10;;
"""Laurence""";16;;;"""Gaby""";10;;
"""Saïdou""";16;;;"""Jean-Thomas""";10;;
"""Souleimane""";16;;;"""Kumar""";10;;
"""Aymar""";15;;;"""Miodrag""";10;;
"""Nazif""";15;;;"""Artak""";9;;
"""Zied""";15;;;"""Danail""";9;;
"""Atalay""";14;;;"""Giampiero""";9;;
"""Elvin""";14;;;"""Job""";9;;
"""Khac""";14;;;"""Majed""";9;;
"""Luk""";14;;;"""Mikel""";9;;
"""Moaad""";14;;;"""Murtaza""";9;;
"""Rabii""";14;;;"""Peng""";9;;
"""Sadek""";14;;;"""Radwan""";9;;
"""Abdo""";13;;;"""Saleem""";9;;
"""Anastase""";13;;;"""Sebaydin""";9;;
"""Caio""";13;;;"""Takahiro""";9;;
"""Cetin""";13;;;"""Tayfur""";9;;
"""Ersan""";13;;;"""Vitalii""";9;;
"""Fisnik""";13;;;"""Williams""";9;;
"""Haroon""";13;;;"""Abdelwahad""";8;;
"""Raúl""";13;;;"""Cornelius""";8;;
"""Wayne""";13;;;"""Gaylord""";8;;
"""Byulent""";12;;;"""Kimmo""";8;;
"""Dieu""";12;;;"""Marcial""";8;;
"""Lennart""";12;;;"""Sachin""";8;;
"""Pekka""";12;;;"""Ulas""";8;;
"""Bassim""";11;;;"""Basilio""";7;;
"""Bright""";11;;;"""Bill""";7;;
"""Chun""";11;;;"""Biser""";7;;
"""Clifford""";11;;;"""Bledar""";7;;
"""Danail""";11;;;"""Bronislaw""";7;;
"""Ennio""";11;;;"""Cuma""";7;;
"""Hacène""";11;;;"""Ewald""";7;;
"""Mahmud""";11;;;"""Hüsnü""";7;;
"""Nicolaas""";11;;;"""Jean-Eric""";7;;
"""Nordinne""";11;;;"""Jeannot""";7;;
"""Rouchdi""";11;;;"""Koray""";7;;
"""Waseem""";11;;;"""M'feddal""";7;;
"""Abdel-Illah""";10;;;"""Mushtaq""";7;;
"""Fortunato""";10;;;"""Timothee""";7;;
"""Gürsel""";10;;;"""Vahagn""";7;;
"""Hernan""";10;;;"""Waheed""";7;;
"""Ibraim""";10;;;"""Yusef""";7;;
"""Kalin""";10;;;"""Abdollah""";6;;
"""Yang""";10;;;"""Efthymios""";6;;
"""Yaniss""";10;;;"""Elefterios""";6;;
"""Zacharias""";10;;;"""Ergyun""";6;;
"""Bousselham""";9;;;"""Helio""";6;;
"""Chérif""";9;;;"""Iker""";6;;
"""Frédérik""";9;;;"""Kacper""";6;;
"""Harrison""";9;;;"""Laouari""";6;;
"""Matthis""";9;;;"""Mouhad""";6;;
"""Moussab""";9;;;"""Nermin""";6;;
"""Polat""";9;;;"""Orlin""";6;;
"""Raimundo""";9;;;"""Pal""";6;;
"""Rufat""";9;;;"""Pim""";6;;
"""Abderrazek""";8;;;"""Tsering""";6;;
"""Aïssam""";8;;;"""Vehbi""";6;;
"""Aliihsan""";8;;;"""Wagner""";6;;
"""Azat""";8;;;"""Abdelhabib""";5;;
"""Chedly""";8;;;"""Achrafe""";5;;
"""Dmitriy""";8;;;"""Aladin""";5;;
"""Ermal""";8;;;"""An""";5;;
"""Heikki""";8;;;"""Bozhidar""";5;;
"""Irinel""";8;;;"""Cecilio""";5;;
"""Isaiah""";8;;;"""Cédrick""";5;;
"""Mamoun""";8;;;"""Fahad""";5;;
"""Mohamed-Mehdi""";8;;;"""François-Michel""";5;;
"""Moukhtar""";8;;;"""Gianluigi""";5;;
"""Nacim""";8;;;"""Godfried""";5;;
"""Nadhir""";8;;;"""Gorka""";5;;
"""Noaïm""";8;;;"""Harvey""";5;;
"""Reinhold""";8;;;"""Iason""";5;;
"""Sadi""";8;;;"""Imdat""";5;;
"""Sadok""";8;;;"""Imtiaz""";5;;
"""Sylvio""";8;;;"""Kalidou""";5;;
"""Benno""";7;;;"""Nijazi""";5;;
"""Godefroy""";7;;;"""Ruud""";5;;
"""Haluk""";7;;;"""Sanjeev""";5;;
"""Hashem""";7;;;"""Serafino""";5;;
"""Kento""";7;;;"""Tomi""";5;;
"""Krisztian""";7;;;"""Umer""";5;;
"""Mohammed-Ali""";7;;;;;;
"""Neji""";7;;;;;;
"""Rolly""";7;;;;;;
"""Saaid""";7;;;;;;
"""Tomi""";7;;;;;;
"""Zdravko""";7;;;;;;
"""Adao""";6;;;;;;
"""Bostjan""";6;;;;;;
"""Deogratias""";6;;;;;;
"""Dimitrie""";6;;;;;;
"""Gianpiero""";6;;;;;;
"""Irakli""";6;;;;;;
"""Lyubomir""";6;;;;;;
"""Maamar""";6;;;;;;
"""Manoa""";6;;;;;;
"""Marc-Olivier""";6;;;;;;
"""Nabile""";6;;;;;;
"""Paul-Emile""";6;;;;;;
"""Roderik""";6;;;;;;
"""Romel""";6;;;;;;
"""Svilen""";6;;;;;;
"""Vladut""";6;;;;;;
"""Yunes""";6;;;;;;
"""Ablaye""";5;;;;;;
"""Ashton""";5;;;;;;
"""Besjan""";5;;;;;;
"""Boubeker""";5;;;;;;
"""Braim""";5;;;;;;
"""Brik""";5;;;;;;
"""Camron""";5;;;;;;
"""Christodoulos""";5;;;;;;
"""Constantijn""";5;;;;;;
"""Dahman""";5;;;;;;
"""Demian""";5;;;;;;
"""Émile""";5;;;;;;
"""Esmaël""";5;;;;;;
"""Esref""";5;;;;;;
"""Gurpreet""";5;;;;;;
"""Hysni""";5;;;;;;
"""Ides""";5;;;;;;
"""Ildephonse""";5;;;;;;
"""Joäo""";5;;;;;;
"""Kagan""";5;;;;;;
"""Len""";5;;;;;;
"""Mariyan""";5;;;;;;
"""Daniel""";3951;"""David""";848;"""Nicolas""";3121;"""Marcel""";982
"""Robert""";2742;"""Ilias""";727;"""Laurent""";2204;"""Claude""";696
"""Henri""";1561;"""Loïc""";365;"""Arnaud""";1046;"""Abdeslam""";196
"""Ilias""";994;"""Emmanuel""";220;"""Mustafa""";640;"""Francisco""";86
"""Alexis""";896;"""Emre""";186;"""Grégory""";540;"""Gabriel""";73
"""Saïd""";766;"""Jakub""";163;"""Jose""";511;"""Vincenzo""";64
"""Peter""";750;"""Sabri""";160;"""Hamza""";501;"""Denis""";60
"""Matthieu""";519;"""Matthieu""";121;"""Marek""";336;"""Henry""";35
"""Freddy""";422;"""Alpha""";101;"""Valentin""";278;"""Luciano""";28
"""Clément""";337;"""Diogo""";86;"""Gauthier""";212;"""Dirk""";20
"""Aurélien""";269;"""Ahmad""";67;"""Gaël""";171;"""Diego""";15
"""Frans""";245;"""Emir""";61;"""Fabrizio""";150;"""Jérôme""";13
"""Maximilien""";227;"""Abdelkarim""";55;"""Koen""";136;"""Isidoor""";12
